Age,Attrition Status,Business Travel Frequency,Department,Distance From Home (km),Education Level,Education Field,Environment Satisfaction,Gender,Job Involvement,Job Level,Job Role,Job Satisfaction,Marital Status,Monthly Income ($),Count Previous Companies,Works Overtime,Salary Hike (%),Relationship Satisfaction,Stock Option Level,Total Working Years,Training Times Last Year,Work-Life Balance,Years at Company,Years in Current Role,Years Since Last Promotion,Years with Current Manager,Age Group,Income Group,Distance Group,Companies Worked Group,Salary Hike Category,Experience Group,Training Frequency,Company Tenure Group,Role Tenure Group,Promotion Recency Group,Years With Current Manager Group
35,No,Never Travels,Research & Development,2,Associate,Medical,Medium,Male,High,Mid Level,Manufacturing Director,Very High,Divorced,5762,2,No,14,High,Level 1,15,6,Good,7,7,1,7,26–35,Medium (5k-10k),0-5,2–3,Low (11–15%),11–20,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
38,No,Never Travels,Human Resources,2,Bachelors,Human Resources,Low,Male,High,Entry Level,Human Resources,Medium,Divorced,2592,5,No,13,Very High,Level 3,13,3,Good,11,10,3,8,36–45,Low (1k-5k),0-5,4–5,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
34,Yes,Frequently Travels,Research & Development,9,Masters,Life Sciences,Very High,Male,High,Mid Level,Laboratory Technician,Low,Married,5346,4,No,17,High,Level 1,11,3,Fair,7,1,0,7,26–35,Medium (5k-10k),6-10,4–5,Medium (16–20%),11–20,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),6–10 yrs
37,Yes,Rarely Travels,Research & Development,10,Masters,Medical,Very High,Male,High,Mid Level,Manufacturing Director,Low,Single,4213,1,No,15,Medium,No Stock,10,4,Bad,10,3,0,8,36–45,Low (1k-5k),6-10,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,3–5 yrs,Recent (<1yr),6–10 yrs
39,No,Frequently Travels,Sales,20,Bachelors,Life Sciences,High,Male,High,Mid Level,Sales Executive,Very High,Divorced,4127,2,No,18,Very High,Level 1,7,6,Good,2,1,2,2,36–45,Low (1k-5k),11-20,2–3,Medium (16–20%),6–10,High (4–6),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
43,No,Never Travels,Research & Development,9,Bachelors,Life Sciences,Low,Male,High,Entry Level,Research Scientist,High,Single,2438,4,No,13,High,No Stock,7,2,Fair,3,2,1,2,36–45,Low (1k-5k),6-10,4–5,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
41,No,Rarely Travels,Research & Development,5,Bachelors,Life Sciences,Medium,Male,Very High,Mid Level,Healthcare Representative,Medium,Single,6870,3,No,12,Low,No Stock,11,3,Bad,3,2,1,2,36–45,Medium (5k-10k),0-5,2–3,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
41,No,Rarely Travels,Sales,4,High School,Marketing,High,Female,High,Senior Level,Sales Executive,High,Divorced,10447,0,Yes,13,Very High,Level 1,23,3,Best,22,14,13,5,36–45,High (10k-15k),0-5,0–1,Low (11–15%),21–30,Medium (2–3),21+ yrs,11–15 yrs,11–15 yrs,3–5 yrs
30,No,Rarely Travels,Research & Development,10,Bachelors,Medical,Low,Female,High,Senior Level,Manufacturing Director,High,Single,9667,9,No,14,Medium,No Stock,9,3,Good,7,7,0,2,26–35,Medium (5k-10k),6-10,6+,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
26,Yes,Rarely Travels,Human Resources,20,Associate,Medical,Very High,Female,High,Entry Level,Human Resources,Medium,Married,2148,0,Yes,11,High,No Stock,6,3,Good,5,1,1,4,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
46,Yes,Rarely Travels,Research & Development,21,Associate,Medical,Very High,Female,High,Mid Level,Healthcare Representative,Medium,Married,8926,4,No,22,Very High,Level 1,13,2,Best,9,7,3,7,46–55,Medium (5k-10k),21-30,4–5,High (21–25%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,1–3 yrs,6–10 yrs
40,No,Rarely Travels,Research & Development,1,Bachelors,Life Sciences,High,Female,High,Mid Level,Healthcare Representative,Very High,Divorced,6513,4,No,17,Very High,Level 1,12,3,Good,5,3,0,3,36–45,Medium (5k-10k),0-5,4–5,Medium (16–20%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
34,No,Rarely Travels,Sales,8,Associate,Technical Degree,Medium,Male,Very High,Mid Level,Sales Executive,High,Married,6799,1,No,21,High,Level 2,10,5,Good,10,8,4,8,26–35,Medium (5k-10k),6-10,0–1,High (21–25%),6–10,High (4–6),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
58,No,Never Travels,Sales,2,Bachelors,Medical,Medium,Male,High,Manager,Manager,Medium,Divorced,16291,4,No,22,Very High,Level 1,37,0,Fair,16,9,14,14,56-60,Very High (15k-20K),0-5,4–5,High (21–25%),31–40,Low (0–1),11–20 yrs,6–10 yrs,11–15 yrs,11–15 yrs
35,No,Rarely Travels,Research & Development,23,Masters,Medical,Medium,Male,Low,Entry Level,Laboratory Technician,High,Married,2705,0,No,16,Medium,Level 1,6,2,Best,5,4,0,3,26–35,Low (1k-5k),21-30,0–1,Medium (16–20%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
47,No,Rarely Travels,Research & Development,4,Bachelors,Life Sciences,High,Female,Medium,Senior Level,Manufacturing Director,Medium,Divorced,10333,8,Yes,12,High,Level 1,28,4,Good,22,11,14,10,46–55,High (10k-15k),0-5,6+,Low (11–15%),21–30,High (4–6),21+ yrs,11–15 yrs,11–15 yrs,6–10 yrs
40,No,Rarely Travels,Research & Development,12,Bachelors,Life Sciences,Medium,Female,High,Mid Level,Healthcare Representative,Low,Divorced,4448,2,No,12,Medium,Level 1,15,3,Good,7,4,7,7,36–45,Low (1k-5k),11-20,2–3,Low (11–15%),11–20,Medium (2–3),6–10 yrs,3–5 yrs,6–10 yrs,6–10 yrs
54,No,Rarely Travels,Research & Development,7,Masters,Medical,Very High,Female,High,Mid Level,Research Scientist,Very High,Married,6854,4,No,15,Medium,Level 1,14,2,Fair,7,1,1,7,46–55,Medium (5k-10k),6-10,4–5,Low (11–15%),11–20,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),6–10 yrs
31,No,Frequently Travels,Sales,7,Masters,Marketing,Low,Female,High,Senior Level,Sales Executive,Low,Married,9637,2,No,14,Very High,Level 2,9,3,Good,3,2,2,2,26–35,Medium (5k-10k),6-10,2–3,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
28,No,Rarely Travels,Research & Development,1,Bachelors,Medical,High,Female,High,Entry Level,Research Scientist,Low,Married,3591,1,No,25,High,Level 1,3,3,Good,3,2,1,2,26–35,Low (1k-5k),0-5,0–1,High (21–25%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
38,No,Rarely Travels,Sales,2,Masters,Marketing,Medium,Female,Low,Mid Level,Sales Representative,Very High,Married,5405,2,Yes,20,Low,Level 2,20,4,Fair,4,2,0,3,36–45,Medium (5k-10k),0-5,2–3,Medium (16–20%),11–20,High (4–6),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
26,No,Rarely Travels,Sales,10,Bachelors,Medical,High,Male,High,Mid Level,Sales Executive,Very High,Single,4684,1,No,13,Low,No Stock,5,4,Good,5,3,1,2,26–35,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,High (4–6),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
58,No,Frequently Travels,Research & Development,15,Masters,Life Sciences,Low,Male,High,Manager,Research Director,High,Married,15787,2,Yes,14,Medium,No Stock,23,3,Good,2,2,2,2,56-60,Very High (15k-20K),11-20,2–3,Low (11–15%),21–30,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
18,No,Never Travels,Research & Development,14,Bachelors,Medical,Medium,Female,High,Entry Level,Research Scientist,High,Single,1514,1,No,16,High,No Stock,0,4,Bad,0,0,0,0,18–25,Low (1k-5k),11-20,0–1,Medium (16–20%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
31,Yes,Rarely Travels,Human Resources,18,Doctorate,Human Resources,Very High,Male,Very High,Entry Level,Human Resources,Low,Married,2956,0,No,17,High,No Stock,2,4,Good,1,0,0,0,26–35,Low (1k-5k),11-20,0–1,Medium (16–20%),0–5,High (4–6),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
29,Yes,Rarely Travels,Human Resources,13,Bachelors,Human Resources,Low,Male,Medium,Entry Level,Human Resources,Low,Divorced,2335,4,Yes,15,Very High,Level 3,4,3,Good,2,2,2,0,26–35,Low (1k-5k),11-20,4–5,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
45,No,Never Travels,Sales,2,Masters,Life Sciences,High,Female,High,Mid Level,Sales Executive,High,Married,5154,4,No,22,Medium,Level 2,10,3,Best,8,7,5,7,36–45,Medium (5k-10k),0-5,4–5,High (21–25%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
36,No,Rarely Travels,Research & Development,2,Masters,Other,Very High,Female,High,Mid Level,Research Scientist,Medium,Married,6962,4,Yes,22,Very High,Level 1,15,2,Good,1,0,0,0,36–45,Medium (5k-10k),0-5,4–5,High (21–25%),11–20,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
43,No,Frequently Travels,Sales,2,Masters,Life Sciences,Low,Male,High,Mid Level,Sales Executive,Very High,Married,5675,1,No,20,High,Level 1,7,5,Good,7,7,7,7,36–45,Medium (5k-10k),0-5,0–1,Medium (16–20%),6–10,High (4–6),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
27,No,Frequently Travels,Research & Development,5,Associate,Life Sciences,Very High,Female,High,Entry Level,Laboratory Technician,Very High,Single,2379,0,Yes,14,High,No Stock,6,3,Fair,5,4,0,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
29,No,Frequently Travels,Research & Development,20,High School,Medical,Very High,Male,High,Entry Level,Laboratory Technician,Very High,Married,3812,1,No,13,Medium,No Stock,11,3,Best,11,8,3,10,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,1–3 yrs,6–10 yrs
32,No,Frequently Travels,Sales,10,Masters,Marketing,Very High,Male,High,Mid Level,Sales Executive,Very High,Single,4648,8,No,13,High,No Stock,4,2,Best,0,0,0,0,26–35,Low (1k-5k),6-10,6+,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
42,No,Never Travels,Research & Development,10,Masters,Technical Degree,High,Male,High,Entry Level,Research Scientist,High,Married,2936,3,No,22,Medium,Level 2,10,1,Fair,6,3,3,3,36–45,Low (1k-5k),6-10,2–3,High (21–25%),6–10,Low (0–1),6–10 yrs,3–5 yrs,1–3 yrs,3–5 yrs
47,No,Rarely Travels,Research & Development,9,Masters,Life Sciences,Medium,Female,High,Entry Level,Laboratory Technician,High,Single,2105,4,No,12,High,No Stock,7,2,Good,2,2,2,0,46–55,Low (1k-5k),6-10,4–5,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
46,No,Rarely Travels,Research & Development,2,Associate,Life Sciences,Very High,Male,High,Senior Level,Manufacturing Director,Very High,Divorced,8578,3,No,14,High,Level 1,12,4,Fair,9,8,4,7,46–55,Medium (5k-10k),0-5,2–3,Low (11–15%),11–20,High (4–6),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
28,No,Never Travels,Human Resources,1,Associate,Life Sciences,High,Male,High,Entry Level,Human Resources,Very High,Divorced,2706,1,No,15,Medium,Level 1,3,2,Good,3,2,2,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
29,No,Rarely Travels,Research & Development,29,High School,Life Sciences,Very High,Male,Low,Mid Level,Healthcare Representative,High,Divorced,6384,8,No,17,Very High,Level 2,11,3,Good,7,0,1,6,26–35,Medium (5k-10k),21-30,6+,Medium (16–20%),11–20,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),6–10 yrs
42,No,Rarely Travels,Research & Development,8,Bachelors,Life Sciences,Very High,Male,High,Entry Level,Laboratory Technician,High,Single,3968,4,No,13,Very High,No Stock,8,3,Good,0,0,0,0,36–45,Low (1k-5k),6-10,4–5,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
32,Yes,Rarely Travels,Sales,2,Masters,Marketing,High,Male,Medium,Mid Level,Sales Executive,Medium,Single,9907,7,Yes,12,High,No Stock,7,3,Fair,2,2,2,2,26–35,Medium (5k-10k),0-5,6+,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
46,No,Rarely Travels,Sales,3,Bachelors,Technical Degree,Low,Female,Very High,Manager,Sales Executive,Low,Divorced,13225,2,No,12,Very High,Level 1,25,5,Good,19,17,2,8,46–55,High (10k-15k),0-5,2–3,Low (11–15%),21–30,High (4–6),11–20 yrs,16–18 yrs,1–3 yrs,6–10 yrs
27,No,Rarely Travels,Sales,23,High School,Medical,Medium,Female,Medium,Mid Level,Sales Representative,High,Married,3540,1,No,21,Very High,Level 1,9,5,Good,9,8,5,8,26–35,Low (1k-5k),21-30,0–1,High (21–25%),6–10,High (4–6),6–10 yrs,6–10 yrs,4–5 yrs,6–10 yrs
29,No,Rarely Travels,Human Resources,6,High School,Medical,Very High,Male,Medium,Entry Level,Human Resources,Medium,Married,2804,1,No,11,Very High,No Stock,1,3,Good,1,0,0,0,26–35,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
43,No,Rarely Travels,Research & Development,6,Bachelors,Medical,Low,Female,Medium,Executive,Manager,High,Married,19392,7,No,13,Very High,No Stock,21,2,Good,16,12,6,14,36–45,Very High (15k-20K),6-10,6+,Low (11–15%),21–30,Medium (2–3),11–20 yrs,11–15 yrs,6–10 yrs,11–15 yrs
48,No,Rarely Travels,Research & Development,10,Bachelors,Life Sciences,Very High,Male,Medium,Executive,Research Director,Medium,Married,19665,4,No,12,Very High,No Stock,29,3,Good,22,10,12,9,46–55,Very High (15k-20K),6-10,4–5,Low (11–15%),21–30,Medium (2–3),21+ yrs,6–10 yrs,11–15 yrs,6–10 yrs
29,Yes,Frequently Travels,Research & Development,24,Associate,Life Sciences,Very High,Male,Medium,Entry Level,Research Scientist,Very High,Single,2439,1,Yes,24,Medium,No Stock,1,3,Fair,1,0,1,0,26–35,Low (1k-5k),21-30,0–1,High (21–25%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
46,Yes,Rarely Travels,Sales,10,Bachelors,Life Sciences,High,Female,High,Senior Level,Sales Executive,Medium,Married,7314,5,No,21,High,Level 3,14,2,Good,8,7,0,7,46–55,Medium (5k-10k),6-10,4–5,High (21–25%),11–20,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
27,No,Frequently Travels,Research & Development,15,Bachelors,Life Sciences,Very High,Female,Medium,Entry Level,Research Scientist,Low,Married,4774,0,No,19,Very High,Level 1,8,2,Fair,7,6,7,3,26–35,Low (1k-5k),11-20,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,3–5 yrs
39,No,Rarely Travels,Research & Development,19,Masters,Other,Very High,Male,High,Mid Level,Research Scientist,Very High,Divorced,3902,8,No,14,Medium,Level 3,7,2,Good,2,2,2,2,36–45,Low (1k-5k),11-20,6+,Low (11–15%),6–10,Medium (2–3),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
55,No,Rarely Travels,Research & Development,2,Masters,Technical Degree,Medium,Male,Medium,Entry Level,Research Scientist,Very High,Married,2662,8,No,20,Medium,Level 1,19,2,Best,5,2,0,4,46–55,Low (1k-5k),0-5,6+,Medium (16–20%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
28,No,Rarely Travels,Sales,3,Bachelors,Medical,Medium,Female,High,Entry Level,Sales Representative,Medium,Married,2856,1,No,19,Very High,Level 1,1,3,Good,1,0,0,0,26–35,Low (1k-5k),0-5,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
30,Yes,Rarely Travels,Sales,9,Bachelors,Medical,Medium,Male,High,Entry Level,Sales Representative,Very High,Single,1081,1,No,13,High,No Stock,1,3,Fair,1,0,0,0,26–35,Low (1k-5k),6-10,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
22,Yes,Rarely Travels,Research & Development,7,High School,Life Sciences,Very High,Male,High,Entry Level,Research Scientist,Medium,Single,2472,1,Yes,23,Low,No Stock,1,2,Good,1,0,0,0,18–25,Low (1k-5k),6-10,0–1,High (21–25%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
36,No,Rarely Travels,Sales,10,Masters,Technical Degree,Medium,Female,Medium,Mid Level,Sales Executive,High,Married,5673,1,Yes,13,Low,Level 1,10,4,Good,10,9,1,7,36–45,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
31,No,Rarely Travels,Research & Development,20,Bachelors,Life Sciences,Medium,Male,High,Mid Level,Laboratory Technician,High,Divorced,4197,1,No,11,Low,Level 1,10,2,Good,10,8,0,2,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),<3 yrs
34,No,Rarely Travels,Sales,4,Bachelors,Life Sciences,High,Male,High,Senior Level,Sales Executive,Very High,Married,9713,2,Yes,13,Very High,Level 3,9,3,Good,5,3,1,0,26–35,Medium (5k-10k),0-5,2–3,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
29,No,Rarely Travels,Research & Development,7,Bachelors,Life Sciences,Very High,Male,High,Entry Level,Laboratory Technician,Low,Single,2062,3,No,14,Medium,No Stock,11,2,Good,3,2,1,2,26–35,Low (1k-5k),6-10,2–3,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
37,No,Rarely Travels,Research & Development,7,Masters,Medical,Very High,Male,High,Mid Level,Research Scientist,Low,Married,4284,5,Yes,22,High,Level 1,16,2,Good,5,3,0,4,36–45,Low (1k-5k),6-10,4–5,High (21–25%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
35,No,Rarely Travels,Research & Development,16,Associate,Other,Very High,Female,Medium,Mid Level,Manufacturing Director,Medium,Married,4788,0,Yes,11,Very High,No Stock,4,2,Good,3,2,0,2,26–35,Low (1k-5k),11-20,0–1,Low (11–15%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
45,No,Rarely Travels,Research & Development,25,Associate,Life Sciences,Medium,Female,Medium,Mid Level,Manufacturing Director,Very High,Married,5906,0,No,13,Very High,Level 2,10,2,Fair,9,8,3,8,36–45,Medium (5k-10k),21-30,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,1–3 yrs,6–10 yrs
36,No,Frequently Travels,Human Resources,2,High School,Human Resources,Medium,Male,Medium,Mid Level,Human Resources,Very High,Single,3886,1,No,21,Very High,No Stock,10,2,Fair,10,1,0,8,36–45,Low (1k-5k),0-5,0–1,High (21–25%),6–10,Medium (2–3),6–10 yrs,<3 yrs,Recent (<1yr),6–10 yrs
40,No,Rarely Travels,Research & Development,1,Masters,Life Sciences,Low,Male,High,Manager,Manager,Low,Divorced,16823,2,No,11,Low,Level 1,22,3,Good,19,7,11,16,36–45,Very High (15k-20K),0-5,2–3,Low (11–15%),21–30,Medium (2–3),11–20 yrs,6–10 yrs,11–15 yrs,16–18 yrs
26,No,Rarely Travels,Research & Development,1,Associate,Life Sciences,Medium,Female,Medium,Entry Level,Research Scientist,High,Married,2933,1,Yes,13,High,Level 1,1,3,Fair,1,0,1,0,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
27,No,Rarely Travels,Sales,2,Associate,Medical,Low,Female,Very High,Mid Level,Sales Executive,High,Single,6500,0,No,14,Medium,No Stock,9,5,Fair,8,7,0,7,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
48,No,Frequently Travels,Research & Development,22,Bachelors,Medical,Very High,Female,High,Manager,Manager,Very High,Divorced,17174,3,No,11,Medium,Level 1,24,3,Good,22,17,4,7,46–55,Very High (15k-20K),21-30,2–3,Low (11–15%),21–30,Medium (2–3),21+ yrs,16–18 yrs,4–5 yrs,6–10 yrs
44,No,Rarely Travels,Research & Development,1,Masters,Life Sciences,Medium,Male,Very High,Mid Level,Healthcare Representative,Low,Married,5033,2,No,15,Very High,Level 1,10,5,Good,2,0,2,2,36–45,Medium (5k-10k),0-5,2–3,Low (11–15%),6–10,High (4–6),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
34,Yes,Never Travels,Research & Development,16,Masters,Technical Degree,Very High,Male,Low,Entry Level,Research Scientist,Low,Married,2307,1,Yes,23,Medium,Level 1,5,2,Good,5,2,3,0,26–35,Low (1k-5k),11-20,0–1,High (21–25%),0–5,Medium (2–3),3–5 yrs,<3 yrs,1–3 yrs,<3 yrs
56,Yes,Rarely Travels,Research & Development,24,Associate,Life Sciences,Low,Male,High,Entry Level,Laboratory Technician,Very High,Single,2587,1,No,16,Very High,No Stock,5,3,Good,4,2,1,0,56-60,Low (1k-5k),21-30,0–1,Medium (16–20%),0–5,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
36,No,Rarely Travels,Sales,17,Associate,Marketing,High,Male,Medium,Mid Level,Sales Executive,Medium,Married,5507,2,No,16,High,Level 2,12,1,Bad,4,2,1,3,36–45,Medium (5k-10k),11-20,2–3,Medium (16–20%),11–20,Low (0–1),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
41,No,Rarely Travels,Sales,8,Bachelors,Marketing,High,Female,High,Mid Level,Sales Executive,Medium,Married,4393,5,No,21,High,Level 1,14,3,Good,5,4,1,4,36–45,Low (1k-5k),6-10,4–5,High (21–25%),11–20,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),3–5 yrs
42,No,Rarely Travels,Research & Development,6,Bachelors,Medical,High,Male,High,Senior Level,Research Director,Low,Married,13348,9,No,13,Medium,Level 1,18,3,Best,13,7,5,7,36–45,High (10k-15k),6-10,6+,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,4–5 yrs,6–10 yrs
31,No,Rarely Travels,Sales,10,Associate,Medical,High,Female,High,Mid Level,Sales Executive,Very High,Divorced,6583,2,Yes,11,Very High,Level 1,8,2,Good,5,2,1,4,26–35,Medium (5k-10k),6-10,2–3,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
34,No,Rarely Travels,Sales,3,High School,Medical,Very High,Female,Medium,Mid Level,Sales Executive,Very High,Married,8103,3,Yes,12,High,No Stock,9,3,Fair,4,2,0,1,26–35,Medium (5k-10k),0-5,2–3,Low (11–15%),6–10,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
31,No,Rarely Travels,Research & Development,4,Bachelors,Medical,Low,Female,Very High,Entry Level,Laboratory Technician,High,Divorced,3978,8,No,12,Medium,Level 1,4,0,Fair,2,2,2,2,26–35,Low (1k-5k),0-5,6+,Low (11–15%),0–5,Low (0–1),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
26,No,Frequently Travels,Research & Development,6,Bachelors,Other,High,Male,Very High,Entry Level,Laboratory Technician,Very High,Married,2544,0,No,18,Low,Level 1,8,3,Good,7,7,7,7,26–35,Low (1k-5k),6-10,0–1,Medium (16–20%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,6–10 yrs,6–10 yrs
45,No,Frequently Travels,Research & Development,1,Masters,Medical,Medium,Male,High,Mid Level,Healthcare Representative,High,Single,5399,4,No,12,High,No Stock,12,3,Good,4,2,0,3,36–45,Medium (5k-10k),0-5,4–5,Low (11–15%),11–20,Medium (2–3),3–5 yrs,<3 yrs,Recent (<1yr),3–5 yrs
33,No,Rarely Travels,Sales,10,Masters,Marketing,Medium,Male,High,Mid Level,Sales Executive,High,Single,5487,1,No,14,Medium,No Stock,10,2,Fair,10,4,0,9,26–35,Medium (5k-10k),6-10,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,3–5 yrs,Recent (<1yr),6–10 yrs
28,No,Frequently Travels,Sales,1,Associate,Life Sciences,High,Male,Medium,Mid Level,Sales Executive,Very High,Married,6834,1,Yes,12,High,Level 1,7,2,Good,7,7,0,7,26–35,Medium (5k-10k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
29,Yes,Frequently Travels,Sales,24,Bachelors,Technical Degree,High,Male,Very High,Entry Level,Sales Representative,Low,Single,1091,1,No,17,Very High,No Stock,1,3,Good,1,0,0,0,26–35,Low (1k-5k),21-30,0–1,Medium (16–20%),0–5,Medium (2–3),<3 yrs,<3 yrs,Recent (<1yr),<3 yrs
39,No,Never Travels,Sales,21,Masters,Life Sciences,Low,Female,Low,Mid Level,Sales Executive,High,Married,5736,6,No,19,High,Level 1,10,1,Good,3,2,1,2,36–45,Medium (5k-10k),21-30,6+,Medium (16–20%),6–10,Low (0–1),3–5 yrs,<3 yrs,Recent (<1yr),<3 yrs
27,No,Rarely Travels,Research & Development,2,Masters,Technical Degree,Medium,Male,High,Entry Level,Research Scientist,Medium,Married,2226,1,No,11,High,Level 1,6,3,Fair,5,3,1,2,26–35,Low (1k-5k),0-5,0–1,Low (11–15%),6–10,Medium (2–3),3–5 yrs,3–5 yrs,Recent (<1yr),<3 yrs
34,No,Frequently Travels,Research & Development,22,Masters,Other,High,Male,Medium,Mid Level,Research Scientist,Very High,Married,5747,1,Yes,15,Medium,No Stock,16,3,Good,15,10,6,11,26–35,Medium (5k-10k),21-30,0–1,Low (11–15%),11–20,Medium (2–3),11–20 yrs,6–10 yrs,6–10 yrs,11–15 yrs
28,Yes,Rarely Travels,Sales,13,Associate,Marketing,Very High,Female,High,Mid Level,Sales Executive,High,Single,9854,3,Yes,11,Very High,No Stock,6,0,Good,2,0,2,2,26–35,Medium (5k-10k),11-20,2–3,Low (11–15%),6–10,Low (0–1),<3 yrs,<3 yrs,1–3 yrs,<3 yrs
47,No,Never Travels,Research & Development,14,Masters,Technical Degree,High,Male,High,Mid Level,Research Scientist,Medium,Married,5467,8,No,18,High,Level 1,16,4,Best,8,7,1,7,46–55,Medium (5k-10k),11-20,6+,Medium (16–20%),11–20,High (4–6),6–10 yrs,6–10 yrs,Recent (<1yr),6–10 yrs
